Retailer,Address,CITY,ZIP,County,Game,Year,Month,Sales
TOBACCO SHOPPE,410 ST FRANCIS ST,KENNETT,63857,DUNKLIN,TRIPLE PLAY,2016,1,48
MPC 85,101 E NIFONG BLVD,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,1,40
WESTPORT PLAZA BP,1015 WESTPORT RD,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,1,8
JO'S 5TH STREET PUB,5205 5TH ST,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,2
HOT SPOT 1,23498 HWY 65,LINCOLN,65338,BENTON,TRIPLE PLAY,2016,1,26
COUNTRY CLUB CAR WASH,2999 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,1,78
COUNTRY CLUB CAR WASH,2999 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,2,0
CONVENIENCE BARN 2,1750 W COLUMBIA ST,FARMINGTON,63640,ST. FRANCOIS,TRIPLE PLAY,2016,1,38
CONVENIENCE BARN 2,1750 W COLUMBIA ST,FARMINGTON,63640,ST. FRANCOIS,TRIPLE PLAY,2016,2,0
SHELL FOOD MART,3742 MAIN ST,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,1,32
SHELL FOOD MART,3742 MAIN ST,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,2,0
EXPRESS FUEL,99 PHARRIS RIDGE RD,SIKESTON,63801,NEW MADRID,TRIPLE PLAY,2016,1,64
KINGS FOOD MARKET,6116 MLK DR,ST LOUIS,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
DISCOUNT SMOKE SHOP 30,704 N BISHOP AVE STE 1,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,1,50
DISCOUNT SMOKE SHOP 10,2845 B W CHESTNUT EXPWY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,50
BENTON LIQUOR,1800 BENTON BLVD,KANSAS CITY,64127,JACKSON,TRIPLE PLAY,2016,1,12
DISCOUNT SMOKE SHOP 31,705 SE MELODY LN,LEES SUMMIT,64063,JACKSON,TRIPLE PLAY,2016,1,6
HY-VEE 1034,1307 E NORTH AVE,BELTON,64012,CASS,TRIPLE PLAY,2016,1,128
DISCOUNT SMOKE SHOP 14,340 S SPRIGG ST,CAPE GIRARDEAU,63703,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,6
DISCOUNT SMOKE SHOP 1,8519 MANCHESTER RD,BRENTWOOD,63144,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
DISCOUNT SMOKE SHOP 1,8519 MANCHESTER RD,BRENTWOOD,63144,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
DISCOUNT SMOKE SHOP 2,4400 WOODSON RD,ST LOUIS,63134,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,24
DISCOUNT SMOKE SHOP 2,4400 WOODSON RD,ST LOUIS,63134,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
DISCOUNT SMOKE SHOP 6,10507 ST CHARLES RCK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,410
DISCOUNT SMOKE SHOP 6,10507 ST CHARLES RCK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
DISCOUNT SMOKE SHOP 7,11754 MANCHESTER RD,DES PERES,63131,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
DISCOUNT SMOKE SHOP 12,523 WARREN CNTY SHPNG CT,WARRENTON,63383,WARREN,TRIPLE PLAY,2016,1,40
DISCOUNT SMOKE SHOP 12,523 WARREN CNTY SHPNG CT,WARRENTON,63383,WARREN,TRIPLE PLAY,2016,2,0
DISCOUNT SMOKE SHOP 11,17515 E US 24 HWY,INDEPENDENCE,64056,JACKSON,TRIPLE PLAY,2016,1,26
WINSTON PIT STOP,28309 US HWY 69,WINSTON,64689,DAVIESS,TRIPLE PLAY,2016,1,192
DISCOUNT SMOKE SHOP 17,14666 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,22
JUDY'S PLACE,220 W 6TH ST,LAWSON,64062,RAY,TRIPLE PLAY,2016,1,18
QUIKTRIP 179,8600 PLEASANT VALLEY RD,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,1,106
QUIKTRIP 179,8600 PLEASANT VALLEY RD,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,2,0
FASTLANE OLD MONROE,2116 HWY C,OLD MONROE,63369,LINCOLN,TRIPLE PLAY,2016,1,50
FASTLANE WINFIELD,1009 S HIGHWAY 79,WINFIELD,63389,LINCOLN,TRIPLE PLAY,2016,1,22
7-ELEVEN 13283B,909 SW OLDHAM PKWY,LEES SUMMIT,64081,JACKSON,TRIPLE PLAY,2016,1,18
BROADWAY SHELL,3786 BROADWAY ST,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,1,32
DISCOUNT CIGS & BEER 104,810 W BROADWAY,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,64
COUNTRY MARKET,410 E YOUNG AVE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,66
COUNTRY MARKET,410 E YOUNG AVE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,2,0
COUNTRY MARKET,410 E YOUNG AVE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,5,0
MR. T'S LIQUOR STORE,510 US HWY 412,CARDWELL,63829,DUNKLIN,TRIPLE PLAY,2016,1,104
MR. T'S LIQUOR STORE,510 US HWY 412,CARDWELL,63829,DUNKLIN,TRIPLE PLAY,2016,2,0
LAWSON'S QUICK STOP,104 HILL ST,STEWARTSVILLE,64490,DEKALB,TRIPLE PLAY,2016,1,24
DIRT CHEAP CIGS & BEER 11,1495 KISKER RD,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,118
JOHNSON'S FOOD MART,117 W MAIN ST,MATTHEWS,63867,NEW MADRID,TRIPLE PLAY,2016,1,68
7-ELEVEN 17258B,319 E 63RD ST,KANSAS CITY,64113,JACKSON,TRIPLE PLAY,2016,1,64
7-ELEVEN 17258B,319 E 63RD ST,KANSAS CITY,64113,JACKSON,TRIPLE PLAY,2016,2,0
7-ELEVEN 17258B,319 E 63RD ST,KANSAS CITY,64113,JACKSON,TRIPLE PLAY,2016,5,0
COUNTRY MART,180 PLAZA DR,STE GENEVIEVE,63670,ST. GENEVIEVE,TRIPLE PLAY,2016,1,90
PRICE CHOPPER 37,520 S COMMERCIAL ST,HARRISONVILLE,64701,CASS,TRIPLE PLAY,2016,1,112
PRICE CHOPPER 37,520 S COMMERCIAL ST,HARRISONVILLE,64701,CASS,TRIPLE PLAY,2016,5,0
CHARLIE'S FOOD MART,12316 BELLEFONTAINE,SPANISH LAKE,63138,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,84
WRIGHT BROTHERS STORE,7498 STATE RD Z,FULTON,65251,CALLAWAY,TRIPLE PLAY,2016,1,18
FAST STOP 7,7100 EASTWOOD TRFWY,KANSAS CITY,64129,JACKSON,TRIPLE PLAY,2016,1,14
PHILLIPS 66,1342 PENNSYLVANIA AVE,PAGEDALE,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,64
PHILLIPS 66,1342 PENNSYLVANIA AVE,PAGEDALE,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
EXPRESS MART,3016 MARTIN LUTHER KING,ST LOUIS,63106,ST. LOUIS CITY,TRIPLE PLAY,2016,1,22
EXPRESS MART,3016 MARTIN LUTHER KING,ST LOUIS,63106,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
CORNER EXPRESS,211 S HWY 63,LICKING,65542,TEXAS,TRIPLE PLAY,2016,1,62
M & A MARKET,4231E NATURAL BRIDGE AVE,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,1,14
TEMP STOP 106,2017 N 7 HWY,PLEASANT HILL,64080,CASS,TRIPLE PLAY,2016,1,32
LARIMORE LIQUOR,11048 LARIMORE RD,ST LOUIS,63138,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
ON THE RUN 602,1789 CLARKSON RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,68
ON THE RUN 602,1789 CLARKSON RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
ON THE RUN 609,16509 MANCHESTER RD,WILDWOOD,63040,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,24
MOBIL MART 612,14905 CLAYTON RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,16
SPURGEON'S 66 SERVICE,304 N JEFFERSON ST,ST JAMES,65559,PHELPS,TRIPLE PLAY,2016,1,104
SPURGEON'S 66 SERVICE,304 N JEFFERSON ST,ST JAMES,65559,PHELPS,TRIPLE PLAY,2016,2,0
YEATMAN MKT #2,4300 LEE AVE,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,1,10
MEINERS PHILLIPS 66-BS,1005 NE CORONADO DR,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,1,82
DISCOVERY MOTOMART,2801 HWY 94 NORTH,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,78
POUR BOYS 5,510 ST LOUIS AVE,EXCELSIOR SPG,64024,CLAY,TRIPLE PLAY,2016,1,10
TEMP STOP 108,100 SE TODD GEORGE PKWY,LEES SUMMIT,64063,JACKSON,TRIPLE PLAY,2016,1,46
TEMP STOP 110,1101 NE RICE RD,LEES SUMMIT,64086,JACKSON,TRIPLE PLAY,2016,1,340
TEMP STOP 110,1101 NE RICE RD,LEES SUMMIT,64086,JACKSON,TRIPLE PLAY,2016,2,0
MPC 5,3910 JEFFCO BLVD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,126
MPC 7,2110 CHOUTEAU AVE,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,1,168
MPC 7,2110 CHOUTEAU AVE,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
DIERBERGS-DEER CREEK,2979 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,1,140
DIERBERGS-DEER CREEK,2979 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,2,0
DIERBERGS-DEER CREEK,2979 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,5,0
DIRT CHEAP CIGS & BEER 12,2060 HAMPTON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,94
DIRT CHEAP CIGS & BEER 12,2060 HAMPTON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
RAPID ROBERT'S 122,4549 HWY 43,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,1,4
QUIKTRIP 655,290 E 4TH STREET,EUREKA,63025,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,78
Q-STOP,2 MERLIN DR,TROY,63379,LINCOLN,TRIPLE PLAY,2016,1,66
Q-STOP,2 MERLIN DR,TROY,63379,LINCOLN,TRIPLE PLAY,2016,2,0
RC'S BACKDOOR BAR/GRILL,330 E 135TH ST,KANSAS CITY,64145,JACKSON,TRIPLE PLAY,2016,1,12
OLYMPIC LANES,12751 NEW HALLS FERRY,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,14
PHIL-MART,500 S MAIN,SALEM,65560,DENT,TRIPLE PLAY,2016,1,158
PHIL-MART,500 S MAIN,SALEM,65560,DENT,TRIPLE PLAY,2016,2,0
BREAK TIME 3045,1940 W MAIN,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,78
BREAK TIME 3066,221 S MORLEY,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,134
BREAK TIME 3066,221 S MORLEY,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,2,0
QUIKTRIP 654,1140 W PEARCE BLVD,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,1,98
QUIKTRIP 654,1140 W PEARCE BLVD,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,2,0
U-GAS TOWNE SOUTH 222,5245 TOWNE SOUTH RD,ST LOUIS,63128,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,58
U-GAS TOWNE SOUTH 222,5245 TOWNE SOUTH RD,ST LOUIS,63128,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
BREAK TIME 3058,1305 N MISSOURI,MACON,63552,MACON,TRIPLE PLAY,2016,1,92
BREAK TIME 3058,1305 N MISSOURI,MACON,63552,MACON,TRIPLE PLAY,2016,3,0
STOP 'N SPOT THE,350 2ND ST,SUMMERSVILLE,65571,TEXAS,TRIPLE PLAY,2016,1,46
STOP 'N SPOT THE,350 2ND ST,SUMMERSVILLE,65571,TEXAS,TRIPLE PLAY,2016,2,0
PUMP N PETES 16A,208 N 14TH ST,RICH HILL,64779,BATES,TRIPLE PLAY,2016,1,2
SHOP N SAVE 4531,4660 CHIPPEWA ST,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,1,190
SHOP N SAVE 4531,4660 CHIPPEWA ST,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
BEVERAGE SHOPPE THE,14575 US 63,THAYER,65791,OREGON,TRIPLE PLAY,2016,1,4
ON THE RUN 613,5840 S LINDBERGH,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,108
ON THE RUN 613,5840 S LINDBERGH,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
AMERIMART 7,1320 W CAPE ROCK DR,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,24
TREXMART 6,18310 STATE ROUTE 45 N,WESTON,64098,PLATTE,TRIPLE PLAY,2016,1,100
FASTLANE ASHLAND,602 EAST BROADWAY,ASHLAND,65010,BOONE,TRIPLE PLAY,2016,1,46
FASTLANE ASHLAND,602 EAST BROADWAY,ASHLAND,65010,BOONE,TRIPLE PLAY,2016,2,0
HICKS STORE,115 S MAIN ST,BELLFLOWER,63333,MONTGOMERY,TRIPLE PLAY,2016,1,42
JAHNEL HWY PKG,1110 E INDUSTRIAL RD,MT VERNON,65712,LAWRENCE,TRIPLE PLAY,2016,1,2
54 PACKAGE STORE,1295 E HWY 54,VANDALIA,63382,AUDRAIN,TRIPLE PLAY,2016,1,50
WEST QUINCY SHELL,8556 HWY 24,TAYLOR,63471,MARION,TRIPLE PLAY,2016,1,14
CHEROKEE PASS MOBIL,6726 HWY 67,FREDERICKTOWN,63645,MADISON,TRIPLE PLAY,2016,1,54
CHEROKEE PASS MOBIL,6726 HWY 67,FREDERICKTOWN,63645,MADISON,TRIPLE PLAY,2016,2,0
BOTTLE HOUSE,12354 NATURAL BRIDGE RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,60
BOTTLE HOUSE,12354 NATURAL BRIDGE RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
REGAL MEAT MARKET,5791 THEKLA AVE,ST LOUIS,63120,ST. LOUIS CITY,TRIPLE PLAY,2016,1,24
CHAMPION EXPRESS,1840 S JEFFERSON,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,62
AMERIMART 21,402 W MAIN,MARBLE HILL,63764,BOLLINGER,TRIPLE PLAY,2016,1,2
PRICE CHOPPER 36,6475 N PROSPECT AVE,GLADSTONE,64119,CLAY,TRIPLE PLAY,2016,1,74
PRICE CHOPPER 36,6475 N PROSPECT AVE,GLADSTONE,64119,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 650R,7400 N LINDBERGH BLVD,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,314
QUIKTRIP 650R,7400 N LINDBERGH BLVD,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SHOAT'S,304 E US HWY 136,ALBANY,64402,GENTRY,TRIPLE PLAY,2016,1,60
RED X,2401 NW PLATTE RD,RIVERSIDE,64150,PLATTE,TRIPLE PLAY,2016,1,894
RED X,2401 NW PLATTE RD,RIVERSIDE,64150,PLATTE,TRIPLE PLAY,2016,2,0
RED X,2401 NW PLATTE RD,RIVERSIDE,64150,PLATTE,TRIPLE PLAY,2016,3,0
RED X,2401 NW PLATTE RD,RIVERSIDE,64150,PLATTE,TRIPLE PLAY,2016,6,0
RUDY'S DISCOUNT SMOKE,303 N MISSOURI ST,MACON,63552,MACON,TRIPLE PLAY,2016,1,20
ON THE RUN 250,122 ST ROBERTS BLVD,ST ROBERT,65584,PULASKI,TRIPLE PLAY,2016,1,112
ON THE RUN 250,122 ST ROBERTS BLVD,ST ROBERT,65584,PULASKI,TRIPLE PLAY,2016,2,0
PETE'S SHUR SAV MARKET,7434 OLIVE ST RD,UNIVERSITY CITY,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,76
TREX MART 5,3927 FREDRICK AVE,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,14
ON THE RUN 624,9950 BIG BEND BLVD,ST LOUIS,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,118
ON THE RUN 624,9950 BIG BEND BLVD,ST LOUIS,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
MURPHY USA 5792,1224 SOUTH MADISON,WEBB CITY,64870,JASPER,TRIPLE PLAY,2016,1,58
SHOP EAZY VII,6510 NE 69 HWY,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,1,42
SHOP EAZY VII,6510 NE 69 HWY,PLEASANT VALLEY,64068,CLAY,TRIPLE PLAY,2016,5,0
DISCOUNT SMOKE SHOP 34,8051 WATSON RD,WEBSTER GROVES,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,86
ZX HANLEY,8536 NATURAL BRIDGE RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,24
QUIKTRIP 614,10793 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,122
QUIKTRIP 614,10793 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
QUIKTRIP 614,10793 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
EXPRESS MART OF LONGVIEW,7007 LONGVIEW RD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,2
WESTLAND TRAVEL CENTER 45,3296 GOLD AVE,KINGDOM CITY,65262,CALLAWAY,TRIPLE PLAY,2016,1,36
B & B SUPERMARKET,954 GOODFELLOW BLVD,ST LOUIS,63112,ST. LOUIS CITY,TRIPLE PLAY,2016,1,22
HY-VEE GAS 1077,1230 WASHINGTON ST,CHILLICOTHE,64601,LIVINGSTON,TRIPLE PLAY,2016,1,42
HY-VEE GAS 1077,1230 WASHINGTON ST,CHILLICOTHE,64601,LIVINGSTON,TRIPLE PLAY,2016,2,0
DAD'S BOTTLE SHOP,1401 LAKE ST LOUIS RD,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,1,48
DAD'S BOTTLE SHOP,1401 LAKE ST LOUIS RD,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,3,0
BI RITE LIQUORS,12818 S 71 HWY,GRANDVIEW,64030,JACKSON,TRIPLE PLAY,2016,1,0
D MART MOBIL 7,4517 N HIGH ST,JACKSON,63755,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,40
TWIN OAKS 1 STOP,1130 LYNN ST,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,184
TWIN OAKS 1 STOP,1130 LYNN ST,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,2,0
NASHUA GENERAL STORE,11103 N NASHUA DR,KANSAS CITY,64155,CLAY,TRIPLE PLAY,2016,1,42
SCHNUCKS MARKET 127,3900 VOGEL RD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,218
SCHNUCKS MARKET 127,3900 VOGEL RD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,2,0
SCHNUCKS MARKET 127,3900 VOGEL RD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,5,0
DIERBERGS-FENTON,450 OLD SMIZER MILL ROAD,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,140
DIERBERGS-FENTON,450 OLD SMIZER MILL ROAD,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
ON THE RUN 300,620 TRUMAN RD,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,1,102
ON THE RUN 300,620 TRUMAN RD,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,2,0
ON THE RUN 325,1632 HWY Z,PEVELY,63070,JEFFERSON,TRIPLE PLAY,2016,1,80
CONVENIENCE BARN 3,108 S DESLOGE DR,DESLOGE,63601,ST. FRANCOIS,TRIPLE PLAY,2016,1,70
CONVENIENCE BARN 3,108 S DESLOGE DR,DESLOGE,63601,ST. FRANCOIS,TRIPLE PLAY,2016,2,0
CROSSROADS CONVENIENCE,1808 W BROADWAY ST,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,58
CROSSROADS CONVENIENCE,1808 W BROADWAY ST,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,2,0
FOOD GIANT 546,11934 STATE HWY 77,CHAFFEE,63740,SCOTT,TRIPLE PLAY,2016,1,18
FOOD GIANT 547,2415 E MALONE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,6
FOOD GIANT 549,E 117 MAIN ST,STEELE,63877,PEMISCOT,TRIPLE PLAY,2016,1,40
FOOD GIANT 538,700 N MAIN,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,4
FOOD GIANT 538,700 N MAIN,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,2,0
FOOD GIANT 548,945 E MALONE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,32
FOOD GIANT 548,945 E MALONE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,3,0
FOOD GIANT 545,1120 N KINGSHIGHWAY ST,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,20
FOOD GIANT 545,1120 N KINGSHIGHWAY ST,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,TRIPLE PLAY,2016,4,0
TESSON FERRY MOBIL,13500 TESSON FERRY RD,ST LOUIS,63128,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,20
COUNTRY CLUB CAR WASH,1700 FORD LANE,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,1,4
COUNTRY CLUB CAR WASH,1700 FORD LANE,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,2,0
DIRT CHEAP CIGS & BEER 20,1200 BIG BILL ROAD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,74
DISCOUNT CIGS & BEER 100,911 E HWY BUS 60 WEST,DEXTER,63841,STODDARD,TRIPLE PLAY,2016,1,26
QUEEN'S MARKET 2373,48 GANNON SQ,PEVELY,63070,JEFFERSON,TRIPLE PLAY,2016,1,12
QUEEN'S MARKET 2372,10724 BUSINESS 21,HILLSBORO,63050,JEFFERSON,TRIPLE PLAY,2016,1,8
ON THE RUN 625,1000 BOWLES AVE,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,70
ON THE RUN 625,1000 BOWLES AVE,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
7-ELEVEN 19470D,12545 BENNINGTON PL,SAINT LOUIS,63146,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,24
7-ELEVEN 19470D,12545 BENNINGTON PL,SAINT LOUIS,63146,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
ON THE RUN 627,1401 S 5TH ST,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,70
PUMP 'N PANTRY 2,45 59 HWY,DIAMOND,64840,JASPER,TRIPLE PLAY,2016,1,64
PUMP 'N PANTRY 2,45 59 HWY,DIAMOND,64840,JASPER,TRIPLE PLAY,2016,2,0
DEAN'S GENERAL MSDE PKG,356 HC 4,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,6
HAN-D-MART,163 CHAMBERS RD,RIVERVIEW,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,28
7-ELEVEN 29046D,5604 GRAVOIS AVENUE,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,1,32
TRAILS END,1303 WEST US HWY 136,ROCK PORT,64482,ATCHISON,TRIPLE PLAY,2016,1,44
QUIKTRIP 646,1617 GRAVOIS RD,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,1,84
QUIKTRIP 646,1617 GRAVOIS RD,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,2,0
SMOKEY'S PLACE,2031 ROCK RD PLAZA,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,1,144
SMOKEY'S PLACE,2031 ROCK RD PLAZA,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,2,0
LOVES TRAVEL STOP 282,4013 HIGHWAY 43,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,1,16
PARTY PANTRY,1460 GIBSON ST,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,0
HAWKS NEST LIQUOR,359  LUEPKENHAUS BLVD,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,1,14
LARRY'S PIT STOP,2413 E MALONE AVE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,30
JIFFY STOP,3360 BAGNELL DAM BLVD,LAKE OZARK,65049,MILLER,TRIPLE PLAY,2016,1,14
JIFFY STOP,3360 BAGNELL DAM BLVD,LAKE OZARK,65049,MILLER,TRIPLE PLAY,2016,2,0
JIFFY STOP,613 W NEWTON ST,VERSAILLES,65084,MORGAN,TRIPLE PLAY,2016,1,58
JIFFY STOP,613 W NEWTON ST,VERSAILLES,65084,MORGAN,TRIPLE PLAY,2016,2,0
JIFFY STOP,15 SOUTH BUS HWY 54,ELDON,65026,MILLER,TRIPLE PLAY,2016,1,98
JIFFY STOP,389 HWY 42,KAISER,65047,MILLER,TRIPLE PLAY,2016,1,48
JIFFY STOP,389 HWY 42,KAISER,65047,MILLER,TRIPLE PLAY,2016,2,0
JIFFY STOP,1002 HWY O,GRAVOIS MILLS,65037,MORGAN,TRIPLE PLAY,2016,1,10
JIFFY STOP,1722 W BROADWAY BLVD,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,56
SHELL,604 W 75TH ST,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,1,30
TJ'S QUICK STOP,809 E. MAIN,COLE CAMP,65325,BENTON,TRIPLE PLAY,2016,1,46
BREAK TIME 3156,2441 PIONEER RD,BOONVILLE,65233,COOPER,TRIPLE PLAY,2016,1,156
HOLIDAY LANES,1155 SANTA FE TRAIL,MARSHALL,65340,SALINE,TRIPLE PLAY,2016,1,6
RAPID ROBERT'S 111,1402 E REPUBLIC RD,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,112
RAPID ROBERT'S 111,1402 E REPUBLIC RD,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,4,0
